name,specialization,contact_number,email,address,city,state,zip_code,education,experience_years,languages_spoken,availability,rating,latitude,longitude
Elizabeth Orozco,Therapist,433.313.3538x68302,mortonstephanie@example.net,"05194 Richmond Summit
Bakerton, FM 34793",New Gregoryhaven,Virginia,50339,PsyD,10,['French'],Evening,4.8,65.1962715,159.190160
Anthony Peters,Psychologist,393.431.7402,katherinemolina@example.net,"9892 Patricia Walks
Joville, SD 13350",Cobbfurt,Hawaii,89670,PsyD,4,"['English', 'Spanish', 'Hindi']",Morning,3.1,86.274450,-52.673103
Vincent Watkins,Psychologist,001-415-218-6243x9366,stevensonandrea@example.net,"689 Janet Village
Castanedamouth, IL 36626",East Brenda,Oklahoma,30171,MS,27,['Hindi'],Evening,3.4,50.7161745,-61.845131
Cynthia Montes,Psychologist,001-272-466-6989x093,nathanwatkins@example.net,"9375 Rebecca Cliffs
Johnsonfort, GU 49147",West Thomas,Alaska,49170,MD,12,"['Spanish', 'French', 'French']",Afternoon,3.7,24.607277,162.774611
Meagan Walker,Therapist,001-610-776-5035,awiggins@example.org,"6259 John Passage Apt. 160
West William, ME 08691",New Heather,North Dakota,44460,MS,28,"['Spanish', 'English']",Afternoon,4.0,35.7176465,-133.334275
Eric Roberts,Psychiatrist,883.665.8051,christianlisa@example.com,"314 Elliott Mills
Grahamchester, PR 43483",New Michael,Alaska,57721,MS,28,"['French', 'Hindi', 'French']",Morning,3.3,-6.191390,141.663355
Amber Martin,Therapist,(220)231-2800x548,mitchelljennifer@example.net,"Unit 5482 Box 3768
DPO AE 95964",East David,Kentucky,87942,MS,3,['Hindi'],Afternoon,3.2,-70.4228615,3.318497
Nancy Ross,Psychiatrist,(418)209-6777,robleskayla@example.net,"424 Brian Station Apt. 200
Smithton, CO 27896",Powellside,Maryland,59153,PsyD,16,"['French', 'French']",Evening,4.3,20.727705,170.683363
Meredith Mckinney,Psychologist,796.620.7343,carol97@example.org,"268 Brenda Curve
New Richard, NM 63805",New Katherine,Nevada,05622,PhD,24,"['Hindi', 'French']",Morning,3.7,-48.2580945,179.686675
Ashley Schroeder,Psychiatrist,+1-748-715-7687x73030,zbrown@example.org,"513 Scott Mountains Apt. 889
South Michaelshire, GA 20448",Sparkstown,Alaska,72856,MD,23,"['French', 'Spanish', 'Spanish']",Afternoon,4.9,-42.7613345,173.510830
